3.9,-10.051,-1.3174,0.024699,-0.11069,-0.036953,1.5224,60.26,5.4263,91.355,0,0,0
4,-10.002,0.090562,-0.094753,-0.089231,-0.034386,1.8239,60.016,-4.0949,91.328,0,0,0
4.1,-9.5,3.2728,-0.40401,-0.17176,-0.018299,1.7584,59.627,-14.664,91.214,0,0,0
4.2,-9.1283,3.8192,0.34907,-0.19441,-0.048444,1.9817,58.688,-25.009,90.777,0,0,0
4.3,-7.6891,6.0721,0.056732,-0.1387,-0.021919,1.9683,57.899,-36.378,90.244,0,0,0
4.4,-4.7752,8.909,-0.40775,-0.15174,0.002849,1.7895,56.839,-47.28,89.584,0,0,0
4.5,-6.9822,7.5421,-0.070952,-0.092352,-0.028215,1.9218,55.786,-57.034,88.743,0,0,0
4.6,-4.2256,8.8134,0.42272,-0.055258,-0.09636,2.0325,53.459,-68.502,86.548,0,0,0
4.7,-1.359,9.7633,0.16825,-0.076383,-0.10966,2.3197,46.261,-80.891,79.05,0,0,0
4.8,-0.96085,9.4666,0.039817,-0.11567,0.071943,2.2457,-92.941,-85.364,-60.165,0,0,0
4.9,3.4312,9.053,0.022453,-0.14751,-0.22364,2.5646,-113.39,-71.738,-80.739,0,0,0
5,6.2721,7.3776,0.36479,-0.13377,-0.14626,2.5981,-115.92,-57.066,-84.008,0,0,0
5.1,8.4029,4.7092,1.4866,-0.063902,-0.023415,2.1669,-116.98,-43.298,-85.201,0,0,0
5.2,7.4642,6.1372,0.21136,-0.088958,-0.076942,2.4102,-117.31,-31.053,-85.978,0,0,0
5.3,9.3714,2.3577,0.53978,-0.16403,-0.16924,2.421,-117.51,-17.079,-86.721,0,0,0
5.4,9.41,-0.32273,0.17035,0.04895,-0.057874,2.3922,-117.77,-3.2247,-87.344,0,0,0
5.5,9.3939,-2.7531,0.31045,-0.13304,-0.044529,2.6592,-118.11,11.104,-87.585,0,0,0
5.6,8.0348,-5.6136,0.37781,-0.064908,-0.10398,2.6594,-118.16,26.292,-87.846,0,0,0
5.7,6.0735,-7.3943,0.50071,0.13755,-0.2348,2.2377,-119.02,40.466,-88.087,0,0,0
5.8,5.8015,-8.5776,0.76221,0.013795,-0.069927,2.5909,-118.88,53.926,-88.823,0,0,0
5.9,1.6386,-10.304,-0.43919,-0.15602,-0.082596,2.6003,-118.21,69.173,-90.004,0,0,0
6,2.6704,-9.7807,-0.13936,-0.060092,-0.21077,2.4727,-114.81,83.042,-94.346,0,0,0
6.1,-2.9309,-9.6403,0.15343,-0.076545,-0.069376,2.8671,54.515,81.008,95.79,0,0,0
6.2,-6.2291,-8.0747,-0.1907,-0.14101,-0.18672,2.6692,56.726,65.181,93.267,0,0,0
6.3,-5.5012,-8.0887,0.53379,-0.13993,-0.024054,2.5038,56.215,51.338,92.613,0,0,0
6.4,-8.3484,-5.1505,0.77239,-0.080796,-0.13491,2.7433,56.661,36.018,92.254,0,0,0
6.5,-8.7113,-4.0317,-0.44981,-0.12804,-0.10483,2.5717,56.652,20.824,92.097,0,0,0
6.6,-10.038,0.64875,-0.27857,-0.015081,-0.10151,3.0047,56.748,4.6083,91.546,0,0,0
6.7,-9.4687,2.6925,0.0020956,-0.044593,-0.10758,2.8629,56.992,-11.864,91.054,0,0,0
6.8,-7.3599,6.4068,-0.77479,-0.05951,-0.10588,2.5487,56.868,-27.526,90.514,0,0,0
6.9,-6.8315,7.144,1.1334,-0.29557,0.085279,2.517,54.982,-41.49,89.268,0,0,0
7,-4.7797,8.4059,0.74725,-0.20104,0.15979,2.3732,52.538,-55.425,88.117,0,0,0
7.1,-2.7457,9.3006,0.6956,-0.21523,0.20109,2.4158,48.761,-68.913,85.955,0,0,0
7.2,-0.64785,9.4615,1.1029,-0.13957,0.5007,2.1962,36.21,-81.845,76.205,0,0,0
7.3,1.799,9.3774,1.7955,-0.020043,0.4103,2.2755,-107.67,-84.746,-64.66,0,0,0
7.4,2.6868,9.2957,0.79844,0.025323,0.31262,2.2999,-126.72,-72.356,-81.934,0,0,0
7.5,6.3023,7.7859,0.75099,0.17808,0.24131,2.3699,-132.04,-58.777,-85.043,0,0,0
7.6,7.5897,6.3785,0.37557,0.25784,0.20304,2.3873,-135.56,-45.433,-86.459,0,0,0
7.7,9.1352,3.4626,1.104,0.4917,0.24219,2.3839,-139.27,-31.732,-87.234,0,0,0
7.8,9.2422,2.2459,1.2659,0.59226,0.116,2.3255,-143.46,-18.558,-87.751,0,0,0
7.9,9.6941,-1.0333,0.90906,0.36748,-0.075957,2.338,-146.78,-5.2431,-88.312,0,0,0
8,9.4948,-2.8379,0.75638,0.54614,-0.19176,2.3686,-149.52,7.8491,-88.752,0,0,0
8.1,8.3431,-5.0066,0.7691,0.47874,-0.30693,2.1451,-152.59,20.593,-89.362,0,0,0
8.2,7.3603,-6.8357,0.93226,0.52488,-0.51283,2.168,-155.97,32.692,-90.061,0,0,0
8.3,6.4504,-7.1993,0.92089,0.4669,-0.6694,1.9508,-159.53,44.294,-91.187,0,0,0
8.4,4.2253,-8.6796,0.62076,0.25196,-0.63862,2.0015,-162.01,55.776,-92.977,0,0,0
8.5,2.6721,-9.4602,-0.01916,0.11547,-0.58637,1.9007,-162.04,66.909,-96.224,0,0,0
8.6,0.1217,-10.063,0.27213,0.024951,-0.76444,1.8333,-157.61,77.649,-104.4,0,0,0
8.7,0.13442,-9.8099,0.46643,-0.068976,-0.8679,1.598,-116.93,85.721,-149.28,0,0,0
8.8,-2.9245,-9.5805,0.23501,-0.2406,-1.0162,1.5386,-31.073,81.346,119.86,0,0,0
8.9,-3.4635,-9.1791,0.57989,-0.37154,-0.95567,1.523,-23.381,72.828,106.73,0,0,0
9,-4.9266,-8.4862,0.46927,-0.412,-0.69137,1.4823,-23.243,63.867,101.93,0,0,0
9.1,-6.5177,-7.5142,0.77659,-0.55012,-0.73614,1.6174,-24.762,54.743,99.122,0,0,0
9.2,-6.6622,-7.1854,0.39997,-0.57497,-0.57034,1.4849,-27.628,45.657,97.788,0,0,0
9.3,-8.4881,-5.0441,0.36434,-0.69328,-0.50599,1.6961,-30.712,35.998,96.685,0,0,0
9.4,-8.8878,-4.4534,0.67974,-0.77527,-0.40814,1.6001,-34.389,26.363,95.954,0,0,0
9.5,-9.3659,-2.5401,0.61103,-0.61917,-0.1982,1.6298,-37.692,16.778,95.461,0,0,0
9.6,-9.7344,-1.0369,0.78661,-0.65108,-0.16231,1.733,-40.199,7.1344,95.143,0,0,0
9.7,-9.6419,0.60998,0.83047,-0.64943,-0.015652,1.6123,-43.22,-2.8005,94.965,0,0,0
9.8,-9.6717,2.0446,0.62151,-0.70614,0.076395,1.756,-46.187,-12.53,94.839,0,0,0
9.9,-9.0042,3.6484,0.60833,-0.74404,0.22306,1.6414,-49.712,-22.626,94.762,0,0,0
10,-8.483,5.2223,1.1275,-0.57641,0.27581,1.7524,-53.106,-32.596,94.803,0,0,0
10.1,-7.6425,7.1345,-0.6736,-0.39648,0.22707,1.6769,-55.036,-42.569,95.109,0,0,0
10.2,-4.874,8.6134,0.12694,-0.4346,0.4405,1.6019,-57.64,-52.49,95.315,0,0,0
10.3,-4.3518,8.7101,0.59621,-0.47279,0.62783,1.3182,-61.123,-60.837,95.61,0,0,0
10.4,-3.0752,9.3883,1.1138,-0.41807,0.81576,1.2374,-65.385,-68.325,95.966,0,0,0
10.5,-3.0165,9.2353,0.95382,-0.30757,0.90617,1.1013,-69.575,-74.959,97.118,0,0,0
10.6,-1.7442,9.2841,1.339,-0.16958,0.73735,1.1282,-71.381,-81.528,100.23,0,0,0
10.7,-0.75129,9.8348,1.2053,-0.12091,0.72091,1.3733,-50.534,-88.353,125.33,0,0,0
10.8,-0.54487,9.8546,0.89379,-0.010178,0.61583,1.3694,86.137,-83.545,-94.045,0,0,0
10.9,2.4278,9.1771,1.3297,0.074331,0.65338,1.6725,86.792,-74.548,-89.567,0,0,0
11,4.0587,8.7117,1.447,0.17276,0.57384,1.6271,84.077,-65.272,-88.41,0,0,0
11.1,4.3913,8.7026,0.20807,0.19889,0.30034,1.5016,81.01,-56.769,-88.128,0,0,0
11.2,6.2131,7.5763,1.3026,0.24305,0.29574,1.669,79.48,-48.489,-86.866,0,0,0
11.3,7.2488,6.567,0.76042,0.24383,0.22782,1.6783,77.055,-39.145,-87.094,0,0,0
11.4,8.2434,5.196,1.2105,0.25747,0.14251,1.8857,74.911,-29.788,-86.699,0,0,0
11.5,8.9819,3.5511,1.129,0.17314,0.013818,2.0612,72.938,-18.781,-86.936,0,0,0
11.6,9.9281,0.1205,0.87688,0.1534,-0.043123,1.8894,71.477,-7.3303,-87.263,0,0,0
